DATE,Oil Price,Banana Price,Orange Price,CPI
2020-09-30,43.4346329757199,1252.5437969829,1.1851215728715732,259.2393333333334
2020-12-31,45.3445915678524,1139.64834508913,1.19329015151515,261.04466666666667
2021-03-31,61.1277829537612,1231.52898360081,1.1403882532418,263.734
2021-06-30,69.1399278499279,1229.2817679558,1.1519455266955267,268.55766666666665
2021-09-30,73.2469696969697,1218.39946425582,1.35588347763348,272.88733333333334
2021-12-31,79.8113178367526,1154.28156864621,1.2799137806637833,278.70666666666665
2022-03-31,97.443126984127,1269.25408645322,1.4485163424866532,284.89366666666666
2022-06-30,111.987359307359,1454.82050178183,1.7542391774891766,291.53566666666666
2022-09-30,97.8346941464333,1604.64325489548,1.7334455266955267,295.49566666666664
2022-12-31,88.7201298701299,1641.5735890874,2.06775,298.52500000000003
2023-03-31,82.3236133069829,1658.60957642726,2.35902371541502,301.3306666666667
2023-06-30,78.0861304347826,1622.53692340168,2.7080691370223966,303.351
