,URL
U.S. Dividend Yield of Preferred Stock On the New York Stock Exchange 01/1910-04/1964,https://data.nber.org/databases/macrohistory/rectdata/13/m13048.dat
"U.S. Yields On Municipal Bonds, Twenty Bond Average 01/1948-01/1967",https://data.nber.org/databases/macrohistory/rectdata/13/m13050.dat
"U.S. United States Government Securities, Nine To Twelve Month Issues 01/1943-11/1970",https://data.nber.org/databases/macrohistory/rectdata/13/m13056.dat
"U.S. Yields On United States Government Securities, Three To Five Year Issues 01/1945-12/1965",https://data.nber.org/databases/macrohistory/rectdata/13/m13057.dat
U.S. Yields On Twenty Year United States Government Bonds 01/1942-06/1962,https://data.nber.org/databases/macrohistory/rectdata/13/m13058.dat
"U.S. Yields On Industrial Bonds, Highest Rating 01/1945-12/1968",https://data.nber.org/databases/macrohistory/rectdata/13/m13059.dat
"U.S. Yeilds On Industrial Bonds, Lowest Rating 01/1945-01/1966",https://data.nber.org/databases/macrohistory/rectdata/13/m13060.dat
"U.S. Yields On Railroad Bonds, Highest Rating 01/1945-01/1966",https://data.nber.org/databases/macrohistory/rectdata/13/m13061.dat
"U.S. Yields On Railroad Bonds, Lowest Rating 01.1945-01/1966",https://data.nber.org/databases/macrohistory/rectdata/13/m13062.dat
"U.S. Yields On Public Utlity Bonds, Highest Rating 01/1945-12/1968",https://data.nber.org/databases/macrohistory/rectdata/13/m13063.dat
"U.S. Yields On Public Utility Bonds, Lowest Rating 01/1945-01/1966",https://data.nber.org/databases/macrohistory/rectdata/13/m13064.dat
"U.S. Yields On Municipal Bonds, Lowest Rating 01/1945-01/1966",https://data.nber.org/databases/macrohistory/rectdata/13/m13065.dat
"U.S. Bank Rates On Business Loans, New York City SECOND,1948 - FOURTH,1959",https://data.nber.org/databases/macrohistory/rectdata/13/q13004.dat
"U.S. Bank Rates On Business Loans, Seven Northern and Eastern Cities SECOND,1948 - FOURTH,1959",https://data.nber.org/databases/macrohistory/rectdata/13/q13005.dat
"U.S. Bank Rates On Business Loans, Eleven Southern and Western Cities SECOND,1948 - FOURTH,1959",https://data.nber.org/databases/macrohistory/rectdata/13/q13006.dat
"U.S. Municipal Bond Yields FIRST,1857 - FIRST,1914",https://data.nber.org/databases/macrohistory/rectdata/13/q13020.dat
"U.S. Bank Rates On Business Loans, Nineteen Cities FIRST,1939 - FOURTH,1969",https://data.nber.org/databases/macrohistory/rectdata/13/q13031.dat
"U.S. Earnings Yield of Common Stocks On the New York Stock Exchange, Composite FIRST,1935 - THIRD,1968",https://data.nber.org/databases/macrohistory/rectdata/13/q13051.dat
